"x","msg_reg","LF_agg"
0.5,"MEA",0.527549710050863
0.51,"MEA",0.494992287703652
0.52,"MEA",0.489177468019617
0.53,"MEA",0.501768860920029
0.54,"MEA",0.505397190676336
0.55,"MEA",0.519898263185908
0.56,"MEA",0.48314453425747
0.57,"MEA",0.528706132739965
0.58,"MEA",0.520619474828763
0.59,"MEA",0.571672436498014
0.6,"MEA",0.609052633247726
0.61,"MEA",0.606513806546805
0.62,"MEA",0.609491278628072
0.63,"MEA",0.570312695074426
0.64,"MEA",0.574698886064393
0.65,"MEA",0.582954163351206
0.66,"MEA",0.613270425956946
0.67,"MEA",0.589350467860403
0.68,"MEA",0.598106151859975
0.69,"MEA",0.614138721991886
0.7,"MEA",0.611795324633549
0.71,"MEA",0.570192246178295
0.72,"MEA",0.592347634955525
0.73,"MEA",0.620911907965429
0.74,"MEA",0.566194712323752
0.75,"MEA",0.561908508786614
0.76,"MEA",0.636095188948869
0.77,"MEA",0.577887402398494
0.78,"MEA",0.604544052467855
0.79,"MEA",0.581120805388026
0.8,"MEA",0.56712734578786
0.81,"MEA",0.601319965575236
0.82,"MEA",0.614216377365817
0.83,"MEA",0.573967951762756
0.84,"MEA",0.540602646202805
0.85,"MEA",0.516373196806262
0.86,"MEA",0.434743159577504
0.87,"MEA",0.503955651765754
0.88,"MEA",0.508039472614611
0.89,"MEA",0.471736709560517
0.9,"MEA",0.519696448809351
0.91,"MEA",0.451968889929258
0.92,"MEA",0.497869802683239
0.93,"MEA",0.464703465788199
0.94,"MEA",0.453233542096721
0.95,"MEA",0.50863913158919
0.96,"MEA",0.505947864347169
0.97,"MEA",0.530657485333073
0.98,"MEA",0.526188045592865
0.99,"MEA",0.478832413827605
1,"MEA",0.478832413827605
0,"NAM",0.663089115720031
0.01,"NAM",0.663089115720031
0.02,"NAM",0.663089115720031
0.03,"NAM",0.663089115720031
0.04,"NAM",0.663089115720031
0.05,"NAM",0.663089115720031
0.06,"NAM",0.663089115720031
0.07,"NAM",0.663089115720031
0.08,"NAM",0.689812565481301
0.09,"NAM",0.689812565481301
0.1,"NAM",0.689812565481301
0.11,"NAM",0.703873648728029
0.12,"NAM",0.701738139713524
0.13,"NAM",0.701738139713524
0.14,"NAM",0.71268955221183
0.15,"NAM",0.653138492160318
0.16,"NAM",0.657810727034477
0.17,"NAM",0.629405595770638
0.18,"NAM",0.630147631226184
0.19,"NAM",0.628949533083307
0.2,"NAM",0.62010550585152
0.21,"NAM",0.558149577214465
0.22,"NAM",0.570013516183935
0.23,"NAM",0.554119444369135
0.24,"NAM",0.653928515807389
0.25,"NAM",0.532155310650219
0.26,"NAM",0.541491152079285
0.27,"NAM",0.534238939346015
0.28,"NAM",0.527248694440679
0.29,"NAM",0.677334240356664
0.3,"NAM",0.662666097630774
0.31,"NAM",0.656405645926528
0.32,"NAM",0.56670602412905
0.33,"NAM",0.60037760516922
0.34,"NAM",0.724388686608528
0.35,"NAM",0.708052513066137
0.36,"NAM",0.581100637567213
0.37,"NAM",0.715310771015017
0.38,"NAM",0.631899343454882
0.39,"NAM",0.543421459039357
0.4,"NAM",0.715907098188062
0.41,"NAM",0.634259726627807
0.42,"NAM",0.700840480472339
0.43,"NAM",0.650129043573871
0.44,"NAM",0.484241994939225
0.45,"NAM",0.586997012787493
0.46,"NAM",0.500507592667902
0.47,"NAM",0.677569755998373
0.48,"NAM",0.511137769041917
0.49,"NAM",0.655859930263733
0.5,"NAM",0.675957539650264
0.51,"NAM",0.550041461449249
0.52,"NAM",0.684454218968867
0.53,"NAM",0.505772897895863
0.54,"NAM",0.667655333393581
0.55,"NAM",0.617012307472173
0.56,"NAM",0.627687717078608
0.57,"NAM",0.546323588028858
0.58,"NAM",0.509358319099905
0.59,"NAM",0.62445097043363
0.6,"NAM",0.531988606780835
0.61,"NAM",0.479492969138313
0.62,"NAM",0.544536942448752
0.63,"NAM",0.644649799075204
0.64,"NAM",0.614406091304806
0.65,"NAM",0.538230043679304
0.66,"NAM",0.514136415435362
0.67,"NAM",0.554405442893076
0.68,"NAM",0.552193453677345
0.69,"NAM",0.604496482611119
0.7,"NAM",0.552481816757791
0.71,"NAM",0.511101221815553
0.72,"NAM",0.54382004307683
0.73,"NAM",0.483127790128477
0.74,"NAM",0.663083802057446
0.75,"NAM",0.443547810461946
0.76,"NAM",0.528651816607173
0.77,"NAM",0.595267338424232
0.78,"NAM",0.581597962134562
0.79,"NAM",0.44942475712801
0.8,"NAM",0.678402655701655
0.81,"NAM",0.541267850677029
0.82,"NAM",0.657882271022548
0.83,"NAM",0.600586553552332
0.84,"NAM",0.594765095115449
0.85,"NAM",0.563705577696444
0.86,"NAM",0.570006586085883
0.87,"NAM",0.662858091515672
0.88,"NAM",0.48637279080626
0.89,"NAM",0.635972543189794
0.9,"NAM",0.513569383368729
0.91,"NAM",0.573126520566927
0.92,"NAM",0.515922478273312
0.93,"NAM",0.700530571445785
0.94,"NAM",0.620256940189478
0.95,"NAM",0.570228566565752
0.96,"NAM",0.505828193032398
0.97,"NAM",0.675217516455048
0.98,"NAM",0.692970085249951
0.99,"NAM",0.524418566264516
1,"NAM",0.524418566264516
0,"PAO",0.730814612290709
0.01,"PAO",0.711991912762719
0.02,"PAO",0.712009566181332
0.03,"PAO",0.750644072815609
0.04,"PAO",0.713367742254885
0.05,"PAO",0.713367742254885
0.06,"PAO",0.713952910010609
0.07,"PAO",0.705067354683969
0.08,"PAO",0.722764211743362
0.09,"PAO",0.789059697729125
0.1,"PAO",0.712724790332252
0.11,"PAO",0.697860802140189
0.12,"PAO",0.673130843775465
0.13,"PAO",0.671239355544964
0.14,"PAO",0.643480763795145
0.15,"PAO",0.736707433526545
0.16,"PAO",0.723564086253286
0.17,"PAO",0.758341198536308
0.18,"PAO",0.654681127104442
0.19,"PAO",0.710744436770652
0.2,"PAO",0.756621084423671
0.21,"PAO",0.790804107193924
0.22,"PAO",0.791379925862148
0.23,"PAO",0.708641192109592
0.24,"PAO",0.671329342876032
0.25,"PAO",0.743339490659738
0.26,"PAO",0.667707944865546
0.27,"PAO",0.784588816315862
0.28,"PAO",0.565318013191679
0.29,"PAO",0.708284156670408
0.3,"PAO",0.682280664042681
0.31,"PAO",0.64593271262742
0.32,"PAO",0.721893346812011
0.33,"PAO",0.725578080134069
0.34,"PAO",0.753271826171184
0.35,"PAO",0.565703755323565
0.36,"PAO",0.490875208130256
0.37,"PAO",0.698599635091711
0.38,"PAO",0.55051984551283
0.39,"PAO",0.543659161790255
0.4,"PAO",0.611107161175259
0.41,"PAO",0.680768394212881
0.42,"PAO",0.756213045371381
0.43,"PAO",0.730417052905091
0.44,"PAO",0.574579816300487
0.45,"PAO",0.687744061622669
0.46,"PAO",0.69362801482142
0.47,"PAO",0.562349974631386
0.48,"PAO",0.80755071810089
0.49,"PAO",0.647174788733261
0.5,"PAO",0.511250510447256
0.51,"PAO",0.603271483218278
0.52,"PAO",0.596431458095663
0.53,"PAO",0.668842879414523
0.54,"PAO",0.754740439568887
0.55,"PAO",0.63116974511462
0.56,"PAO",0.488620688212051
0.57,"PAO",0.597866946295414
0.58,"PAO",0.549130732184315
0.59,"PAO",0.572614541012592
0.6,"PAO",0.740986250457404
0.61,"PAO",0.642104432465676
0.62,"PAO",0.688614346427638
0.63,"PAO",0.617565710644055
0.64,"PAO",0.561884704478713
0.65,"PAO",0.575262849402684
0.66,"PAO",0.70634500099937
0.67,"PAO",0.647850922587291
0.68,"PAO",0.737941853846036
0.69,"PAO",0.606689263018711
0.7,"PAO",0.699777071324242
0.71,"PAO",0.690300779692809
0.72,"PAO",0.681049184083885
0.73,"PAO",0.629216090435264
0.74,"PAO",0.635416480281668
0.75,"PAO",0.70165270331022
0.76,"PAO",0.705094069740625
0.77,"PAO",0.708777929582879
0.78,"PAO",0.811545174582187
0.79,"PAO",0.658480107163174
0.8,"PAO",0.592551869036454
0.81,"PAO",0.725260572561923
0.82,"PAO",0.695607287311081
0.83,"PAO",0.542884532894636
0.84,"PAO",0.535471251979521
0.85,"PAO",0.606003272920158
0.86,"PAO",0.562079458126413
0.87,"PAO",0.665237671745514
0.88,"PAO",0.592232101136206
0.89,"PAO",0.567988632923848
0.9,"PAO",0.61644820288741
0.91,"PAO",0.510071748374103
0.92,"PAO",0.542423523346812
0.93,"PAO",0.508292471794714
0.94,"PAO",0.555108095447487
0.95,"PAO",0.65705098233422
0.96,"PAO",0.644397989698805
0.97,"PAO",0.570430213311603
0.98,"PAO",0.637291107947295
0.99,"PAO",0.536217220030442
1,"PAO",0.536217220030442
0,"PAS",0.799512056956834
0.01,"PAS",0.799512056956834
0.02,"PAS",0.799512056956834
0.03,"PAS",0.799512056956834
0.04,"PAS",0.78368885076534
0.05,"PAS",0.825401619399649
0.06,"PAS",0.834767479893409
0.07,"PAS",0.799840953388606
0.08,"PAS",0.787243984897515
0.09,"PAS",0.79352854847695
0.1,"PAS",0.819600583177369
0.11,"PAS",0.820639681141342
0.12,"PAS",0.837856162274739
0.13,"PAS",0.829459055069558
0.14,"PAS",0.782895707767463
0.15,"PAS",0.789866707495777
0.16,"PAS",0.857472141319612
0.17,"PAS",0.805706587518219
0.18,"PAS",0.87843505675754
0.19,"PAS",0.858815402955756
0.2,"PAS",0.787456995280839
0.21,"PAS",0.801541672909069
0.22,"PAS",0.862555542443035
0.23,"PAS",0.881833770879069
0.24,"PAS",0.789493133773395
0.25,"PAS",0.777211790067304
0.26,"PAS",0.797148353205635
0.27,"PAS",0.806462527916996
0.28,"PAS",0.778413212304966
0.29,"PAS",0.814487787206643
0.3,"PAS",0.833897313846239
0.31,"PAS",0.820744585058736
0.32,"PAS",0.73234141901614
0.33,"PAS",0.740286341841624
0.34,"PAS",0.746498611946748
0.35,"PAS",0.756139892626658
0.36,"PAS",0.769699074091497
0.37,"PAS",0.76019343276685
0.38,"PAS",0.740886974967308
0.39,"PAS",0.724515176214928
0.4,"PAS",0.655681026682161
0.41,"PAS",0.692883944504039
0.42,"PAS",0.736361380135084
0.43,"PAS",0.697430320737356
0.44,"PAS",0.729672794239835
0.45,"PAS",0.740705026696019
0.46,"PAS",0.807765206114509
0.47,"PAS",0.793902817939576
0.48,"PAS",0.802114065095594
0.49,"PAS",0.775462051432234
0.5,"PAS",0.817316831210708
0.51,"PAS",0.7975687579919
0.52,"PAS",0.735610946686458
0.53,"PAS",0.774420360210032
0.54,"PAS",0.816435182437734
0.55,"PAS",0.730157536925461
0.56,"PAS",0.817065263957242
0.57,"PAS",0.829695906784592
0.58,"PAS",0.816504741589736
0.59,"PAS",0.7388459364023
0.6,"PAS",0.768549267044423
0.61,"PAS",0.832114259025459
0.62,"PAS",0.761895666806511
0.63,"PAS",0.746633364456721
0.64,"PAS",0.814624470443054
0.65,"PAS",0.749009860945739
0.66,"PAS",0.64529973198494
0.67,"PAS",0.816681665353449
0.68,"PAS",0.763914017933232
0.69,"PAS",0.815868719598823
0.7,"PAS",0.858932201685858
0.71,"PAS",0.722851048915611
0.72,"PAS",0.801567791483031
0.73,"PAS",0.766339949705231
0.74,"PAS",0.836689336704246
0.75,"PAS",0.70545858638676
0.76,"PAS",0.766969294121541
0.77,"PAS",0.708378446256827
0.78,"PAS",0.740529904234305
0.79,"PAS",0.784346694011394
0.8,"PAS",0.783902525199156
0.81,"PAS",0.791765766917099
0.82,"PAS",0.736166819748708
0.83,"PAS",0.655226884254528
0.84,"PAS",0.692282097403897
0.85,"PAS",0.6765639185817
0.86,"PAS",0.691609884632525
0.87,"PAS",0.766917712522564
0.88,"PAS",0.829670404118091
0.89,"PAS",0.805874536136824
0.9,"PAS",0.775115090984741
0.91,"PAS",0.652360932091659
0.92,"PAS",0.70777927190615
0.93,"PAS",0.734954729522571
0.94,"PAS",0.826843136021119
0.95,"PAS",0.671186974892325
0.96,"PAS",0.646793944339352
0.97,"PAS",0.598916479456878
0.98,"PAS",0.754826730730505
0.99,"PAS",0.721497596286699
1,"PAS",0.721497596286699
0,"SAS",0.495588218251055
0.01,"SAS",0.495588218251055
0.02,"SAS",0.495588218251055
0.03,"SAS",0.495588218251055
0.04,"SAS",0.459179600678263
0.05,"SAS",0.459179600678263
0.06,"SAS",0.459179600678263
0.07,"SAS",0.49876626556504
0.08,"SAS",0.498743248150453
0.09,"SAS",0.481800282757815
0.1,"SAS",0.44227609371063
0.11,"SAS",0.463402208882672
0.12,"SAS",0.448158093432646
0.13,"SAS",0.432438843371076
0.14,"SAS",0.424477709350399
0.15,"SAS",0.469925798213727
0.16,"SAS",0.471506280406868
0.17,"SAS",0.473095870068191
0.18,"SAS",0.460274368086694
0.19,"SAS",0.425536129323494
0.2,"SAS",0.403348274903013
0.21,"SAS",0.525687069686322
0.22,"SAS",0.453940607509734
0.23,"SAS",0.446548705580609
0.24,"SAS",0.460351677625707
0.25,"SAS",0.494594944962239
0.26,"SAS",0.4658613911489
0.27,"SAS",0.452137740822901
0.28,"SAS",0.497437550713346
0.29,"SAS",0.436907242015207
0.3,"SAS",0.470336139508442
0.31,"SAS",0.47159675131912
0.32,"SAS",0.469881953932422
0.33,"SAS",0.443989832578034
0.34,"SAS",0.420579148080268
0.35,"SAS",0.48385843667268
0.36,"SAS",0.42824278862151
0.37,"SAS",0.496753241991752
0.38,"SAS",0.502549181788275
0.39,"SAS",0.423840124388188
0.4,"SAS",0.458325358820761
0.41,"SAS",0.473311287312371
0.42,"SAS",0.457466353615848
0.43,"SAS",0.524887249488595
0.44,"SAS",0.491110264519739
0.45,"SAS",0.501487493958969
0.46,"SAS",0.412791675247006
0.47,"SAS",0.459929037010908
0.48,"SAS",0.478398626009672
0.49,"SAS",0.427312327020488
0.5,"SAS",0.46607187043892
0.51,"SAS",0.487347670214213
0.52,"SAS",0.511720330385883
0.53,"SAS",0.406955337485791
0.54,"SAS",0.569099637247981
0.55,"SAS",0.449591064925822
0.56,"SAS",0.476417298071305
0.57,"SAS",0.489664104769107
0.58,"SAS",0.411691199063996
0.59,"SAS",0.567952525875759
0.6,"SAS",0.461663812173745
0.61,"SAS",0.441354349076054
0.62,"SAS",0.445934709182578
0.63,"SAS",0.544079262841436
0.64,"SAS",0.515621011468119
0.65,"SAS",0.468694290319143
0.66,"SAS",0.49485989711337
0.67,"SAS",0.449117900238524
0.68,"SAS",0.522275155084491
0.69,"SAS",0.429495288305956
0.7,"SAS",0.450011342651855
0.71,"SAS",0.434621685929822
0.72,"SAS",0.507804609035959
0.73,"SAS",0.459485123136565
0.74,"SAS",0.44862249122291
0.75,"SAS",0.47455486395523
0.76,"SAS",0.410244509762109
0.77,"SAS",0.434570216896412
0.78,"SAS",0.55528877692709
0.79,"SAS",0.437573798256212
0.8,"SAS",0.415147148805227
0.81,"SAS",0.412876315255387
0.82,"SAS",0.479901360818491
0.83,"SAS",0.46795401898415
0.84,"SAS",0.455856646992309
0.85,"SAS",0.513066493234991
0.86,"SAS",0.462096300229901
0.87,"SAS",0.406529113625934
0.88,"SAS",0.504861590313008
0.89,"SAS",0.501395907087096
0.9,"SAS",0.44259711821719
0.91,"SAS",0.400113239847286
0.92,"SAS",0.408607533301573
0.93,"SAS",0.452539431741515
0.94,"SAS",0.425330774936125
0.95,"SAS",0.45470508781926
0.96,"SAS",0.466673107407868
0.97,"SAS",0.438863398264961
0.98,"SAS",0.47697480509432
0.99,"SAS",0.485400890687022
1,"SAS",0.485400890687022
0,"WEU",0.678580430108714
0.01,"WEU",0.678580430108714
0.02,"WEU",0.679518528704603
0.03,"WEU",0.650510013668793
0.04,"WEU",0.655270901056958
0.05,"WEU",0.679973142027926
0.06,"WEU",0.694486853809037
0.07,"WEU",0.675082326276036
0.08,"WEU",0.61712589488707
0.09,"WEU",0.626094961834556
0.1,"WEU",0.624930714705268
0.11,"WEU",0.657627700489875
0.12,"WEU",0.629679876355881
0.13,"WEU",0.653713640460631
0.14,"WEU",0.649714178304602
0.15,"WEU",0.683313138047869
0.16,"WEU",0.663230522491497
0.17,"WEU",0.639801525792505
0.18,"WEU",0.63839776819925
0.19,"WEU",0.637591732378639
0.2,"WEU",0.615357179257336
0.21,"WEU",0.656009227454535
0.22,"WEU",0.620951466302888
0.23,"WEU",0.632088704952207
0.24,"WEU",0.685531756297086
0.25,"WEU",0.631990430489881
0.26,"WEU",0.644288055380553
0.27,"WEU",0.650786342712848
0.28,"WEU",0.691126753544646
0.29,"WEU",0.643247895404849
0.3,"WEU",0.632672170920586
0.31,"WEU",0.613948224854254
0.32,"WEU",0.623026595175038
0.33,"WEU",0.638008428130638
0.34,"WEU",0.618656657478934
0.35,"WEU",0.641702823339549
0.36,"WEU",0.652000165872891
0.37,"WEU",0.63915690894803
0.38,"WEU",0.623976495403967
0.39,"WEU",0.626421113600427
0.4,"WEU",0.659383894845251
0.41,"WEU",0.652231388239309
0.42,"WEU",0.646401156236791
0.43,"WEU",0.633163986672338
0.44,"WEU",0.63389736941033
0.45,"WEU",0.650041196655977
0.46,"WEU",0.650298965017696
0.47,"WEU",0.666913487851168
0.48,"WEU",0.590498566360825
0.49,"WEU",0.634873461046234
0.5,"WEU",0.592003331726316
0.51,"WEU",0.661933822474064
0.52,"WEU",0.648842222810899
0.53,"WEU",0.575659287683826
0.54,"WEU",0.630269599798794
0.55,"WEU",0.648874832294863
0.56,"WEU",0.64277319497417
0.57,"WEU",0.626654802699925
0.58,"WEU",0.606557579314817
0.59,"WEU",0.649602598221551
0.6,"WEU",0.612033666112998
0.61,"WEU",0.624008408947516
0.62,"WEU",0.646933508476458
0.63,"WEU",0.670774415093222
0.64,"WEU",0.631736766065942
0.65,"WEU",0.66265701811762
0.66,"WEU",0.616297366661346
0.67,"WEU",0.636057014162912
0.68,"WEU",0.61606510485845
0.69,"WEU",0.640875656438736
0.7,"WEU",0.630442947483749
0.71,"WEU",0.62255579404555
0.72,"WEU",0.617478588007631
0.73,"WEU",0.660365307352833
0.74,"WEU",0.662732071901633
0.75,"WEU",0.620642785930833
0.76,"WEU",0.632642467360293
0.77,"WEU",0.621363867180654
0.78,"WEU",0.630422333912981
0.79,"WEU",0.620350972746315
0.8,"WEU",0.65049494637039
0.81,"WEU",0.639680696668798
0.82,"WEU",0.659025513951872
0.83,"WEU",0.632022546501695
0.84,"WEU",0.609751628285059
0.85,"WEU",0.651454391974673
0.86,"WEU",0.617407204732256
0.87,"WEU",0.607883159119928
0.88,"WEU",0.611869090155297
0.89,"WEU",0.624264207738685
0.9,"WEU",0.598968876927386
0.91,"WEU",0.694053387455803
0.92,"WEU",0.605441552582383
0.93,"WEU",0.664859297003454
0.94,"WEU",0.631827391806566
0.95,"WEU",0.667089031406582
0.96,"WEU",0.585970784961521
0.97,"WEU",0.612977081027605
0.98,"WEU",0.594677030054721
0.99,"WEU",0.586371994212232
1,"WEU",0.586371994212232
